id	name	namespace	CTAffiliated	BrainAffiliated	def
GO:0006268	DNA unwinding involved in DNA replication	biological_process	F		The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication. [ISBN:071673706X, ISBN:0815316194]
GO:0006270	DNA replication initiation	biological_process	F		The process in which DNA-dependent DNA replication is started; it begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, followed by DNA unwinding. [PMID:28209641]
GO:0006275	regulation of DNA replication	biological_process	F		Any process that modulates the frequency, rate or extent of DNA replication. [GOC:go_curators]
GO:0006281	DNA repair	biological_process	F		The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway. [PMID:11563486]
GO:0006282	regulation of DNA repair	biological_process	F		Any process that modulates the frequency, rate or extent of DNA repair. [GOC:go_curators]
GO:0006284	base-excision repair	biological_process	F		In base excision repair, an altered base is removed by a DNA glycosylase enzyme, followed by excision of the resulting sugar phosphate. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. [ISBN:0815316194]
GO:0006289	nucleotide-excision repair	biological_process	F		A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts). [PMID:10197977]
GO:0006298	mismatch repair	biological_process	F		A system for the correction of errors in which an incorrect base, which cannot form hydrogen bonds with the corresponding base in the parent strand, is incorporated into the daughter strand. The mismatch repair system promotes genomic fidelity by repairing base-base mismatches, insertion-deletion loops and heterologies generated during DNA replication and recombination. [ISBN:0198506732, PMID:11687886]
GO:0006302	double-strand break repair	biological_process	F		The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix. [GOC:elh]
GO:0006303	double-strand break repair via nonhomologous end joining	biological_process	F		The repair of a double-strand break in DNA in which the two broken ends are rejoined with little or no sequence complementarity. Information at the DNA ends may be lost due to the modification of broken DNA ends. This term covers instances of separate pathways, called classical (or canonical) and alternative nonhomologous end joining (C-NHEJ and A-NHEJ). These in turn may further branch into sub-pathways, but evidence is still unclear. [GOC:rph, PMID:10827453, PMID:24837021]
GO:0006306	DNA methylation	biological_process	F		The covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine. [GOC:ems, ISBN:0198506732]
GO:0006310	DNA recombination	biological_process	F		Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction. [ISBN:0198506732]
GO:0006325	chromatin organization	biological_process	F		The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA. [PMID:20404130]
GO:0006334	nucleosome assembly	biological_process	F		The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA. [GOC:mah]
GO:0006338	chromatin remodeling	biological_process	F		A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication. [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]
GO:0006351	DNA-templated transcription	biological_process	F		The synthesis of an RNA transcript from a DNA template. [GOC:jl, GOC:txnOH]
GO:0006355	regulation of DNA-templated transcription	biological_process	F		Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription. [GOC:go_curators, GOC:txnOH]
GO:0006364	rRNA processing	biological_process	F		Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules. [GOC:curators]
GO:0006366	transcription by RNA polymerase II	biological_process	F		The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs). [GOC:jl, GOC:txnOH, ISBN:0321000382]
GO:0006367	transcription initiation at RNA polymerase II promoter	biological_process	F		A transcription initiation process that takes place at a RNA polymerase II gene promoter. Messenger RNAs (mRNA) genes, as well as some non-coding RNAs, are transcribed by RNA polymerase II. [GOC:mah, GOC:txnOH]
GO:0006368	transcription elongation by RNA polymerase II	biological_process	F		The extension of an RNA molecule after transcription initiation and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II. [GOC:mah, GOC:txnOH]
GO:0006376	mRNA splice site recognition	biological_process	F		Selection of a splice site by components of the assembling spliceosome. [GOC:krc, ISBN:0879695897]
GO:0006378	mRNA polyadenylation	biological_process	F		The enzymatic addition of a sequence of 40-200 adenylyl residues at the 3' end of a eukaryotic mRNA primary transcript. [ISBN:0198506732]
GO:0006383	transcription by RNA polymerase III	biological_process	F		The synthesis of RNA from a DNA template by RNA polymerase III, originating at an RNAP III promoter. [GOC:jl, GOC:txnOH, PMID:12381659]
GO:0006396	RNA processing	biological_process	F		Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules. [GOC:mah]
GO:0006397	mRNA processing	biological_process	F		Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide. [GOC:mah]
GO:0006400	tRNA modification	biological_process	F		The covalent alteration of one or more nucleotides within a tRNA molecule to produce a tRNA molecule with a sequence that differs from that coded genetically. [GOC:curators]
GO:0006401	RNA catabolic process	biological_process	F		The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. [ISBN:0198506732]
